field	ID	fagn_mir  lir	s24(mJy)
COS  13433   0.00  10.44  0.023
COS  13435   0.50  11.20  0.105
COS  13436   0.50   9.87  0.023
COS  13438   0.60  10.25  0.023
COS  13449   0.20  10.66  0.023
COS  13451   0.10  10.90  0.023
COS  13454   0.50  10.33  0.023
COS  13456   0.90  10.43  0.023
COS  13457   0.20  10.63  0.023
COS   1346   0.20  11.45  0.155
COS  13475   0.50   9.54  0.023
COS   1348   0.40  10.28  0.023
COS  13480   0.30   9.96  0.023
COS  13482   0.90  10.20  0.023
COS  13485   0.20  10.36  0.159
COS  13492   0.90  10.37  0.023
COS  13493   0.10  10.64  0.023
COS  13505   0.30  10.02  0.023
COS  13507   0.90  10.20  0.023
COS   1351   0.60   9.07  0.023
COS  13512   0.20  10.62  0.023
COS  13513   0.20  10.81  0.023
COS  13523   0.60  10.69  0.023
COS  13529   0.20  10.68  0.023
COS  13533   0.30  10.44  0.068
COS  13536   0.90  10.52  0.023
COS  13540   1.00   9.67  0.023
COS  13541   0.10   9.94  0.023
COS  13543   0.80  10.31  0.023
COS  13546   0.40  11.23  0.059
COS  13548   0.40   9.98  0.023
COS  13549   0.20  10.70  0.023
COS   1355   0.00  11.31  0.106
COS  13551   0.10  10.84  0.070
COS  13552   0.90  10.49  0.023
COS  13557   0.30  10.49  0.023
COS   1356   0.20  10.74  0.023
COS  13560   0.20  10.09  0.023
COS  13572   0.70   9.55  0.023
COS  13578   0.70  10.40  0.023
COS  13579   0.20  11.08  0.162
COS  13588   0.10   9.33  0.023
COS  13589   0.30  11.98  0.117
COS  13595   0.63  10.71  0.023
COS  13596   0.20  10.74  0.023
COS  13598   0.00   9.68  0.049
COS  13599   0.50  10.63  0.023
COS  13600   0.00  11.24  0.142
COS   1362   0.20  10.37  0.023
COS  13620   0.00  10.52  0.087
COS  13623   0.20  10.62  0.023
COS  13632   0.30  10.18  0.023
COS  13634   0.20  11.07  0.023
COS  13638   0.10  10.19  0.023
COS  13641   0.30  10.73  0.023
COS  13643   0.40  10.87  0.023
COS   1365   0.40  10.88  0.023
COS  13661   1.00  10.24  0.023
COS  13665   0.60   9.80  0.023
COS  13667   0.20  10.72  0.023
COS  13668   0.80  10.49  0.023
COS  13672   0.00  10.95  0.246
COS  13683   0.20  10.78  0.023
COS  13686   0.20   9.95  0.023
COS  13687   0.20  10.74  0.023
COS  13698   0.50   9.70  0.023
COS   1370   0.50   9.10  0.023
COS  13709   0.50  10.54  0.117
COS  13711   0.90  10.31  0.023
COS  13713   0.20  11.11  0.269
COS  13716   0.40  10.66  0.023
COS   1372   0.20  12.35  0.023
COS  13722   0.30  10.20  0.023
COS  13728   0.00  10.51  0.110
COS  13732   0.10   9.57  0.023
COS  13736   0.20   9.75  0.023
COS   1374   0.90  10.42  0.023
COS  13744   0.90  10.62  0.023
COS  13754   0.20  10.82  0.489
COS  13772   0.30  11.63  0.107
COS  13777   0.20  10.27  0.023
COS  13782   0.40  10.54  0.048
COS  13784   0.40   9.25  0.023
COS  13786   0.40   9.83  0.023
COS  13789   0.20  10.21  0.023
COS  13792   0.90  10.29  0.023
COS  13798   0.30  10.76  0.023
COS  13813   0.25  10.46  0.103
COS  13817   0.20  10.33  0.023
COS  13823   0.20  10.61  0.023
COS  13832   0.60  10.73  0.023
COS  13835   0.90  10.43  0.023
COS  13836   0.20  10.78  0.023
COS  13838   0.50  10.01  0.023
COS  13843   0.70  10.46  0.023
COS  13846   0.20  10.81  0.023
COS  13849   0.10  10.68  0.023
COS  13861   0.20  10.51  0.069
COS  13871   0.80  10.49  0.023
COS  13875   0.20  10.12  0.023
COS  13877   0.80  10.43  0.023
COS  13878   0.90  10.66  0.023
COS  13885   0.20  10.06  0.023
COS  13893   0.60   9.46  0.023
COS  13899   0.30   9.82  0.023
COS  13905   0.20  10.60  0.023
COS  13906   0.40   9.54  0.023
COS  13907   0.20  10.18  0.023
COS  13908   0.20  10.29  0.023
COS  13910   0.90  10.54  0.023
COS  13919   0.00  10.48  0.023
COS  13924   0.90  10.54  0.023
COS  13929   0.00   8.75  0.023
COS   1394   0.90   9.53  0.023
COS  13951   0.40   9.66  0.023
COS  13954   0.20  10.63  0.023
COS   1396   0.30  10.78  0.023
COS  13960   0.20  10.30  0.023
COS  13964   0.30   9.84  0.023
COS  13965   0.40   9.98  0.023
COS  13977   0.10  10.41  0.023
COS  13978   0.60  10.34  0.023
COS   1398   0.80  10.50  0.023
COS   1399   0.20  10.68  0.023
COS  13991   0.40   9.94  0.023
COS  13997   0.10   9.94  0.023
COS  14000   0.20  10.81  0.023
COS  14001   0.20  10.77  0.023
COS  14007   0.60   9.75  0.023
COS  14010   0.00  10.42  0.094
COS  14016   0.90  10.48  0.023
COS  14018   0.80  10.38  0.023
COS   1402   0.70   9.43  0.023
COS  14023   0.70   9.78  0.023
COS  14027   0.20  10.17  0.023
COS  14033   0.40  10.84  0.023
COS  14034   0.60  10.83  0.023
COS  14044   0.00  11.39  0.372
COS  14057   0.80  10.42  0.023
COS  14063   0.30  10.76  0.023
COS  14069   0.30   9.58  0.023
COS  14071   1.00  11.45  0.023
COS  14081   0.40  10.86  0.023
COS  14084   0.50   9.36  0.023
COS  14089   0.80  10.51  0.023
COS   1409   0.10  10.19  0.155
COS  14099   0.90  10.49  0.023
COS    141   0.20  10.80  0.023
COS  14108   0.10  10.66  0.023
COS  14109   0.40   9.69  0.023
COS   1411   0.10  10.05  0.023
COS  14121   1.00  10.60  0.023
COS  14124   0.20  10.65  0.023
COS  14126   0.33  10.62  0.023
COS  14130   0.20  10.77  0.023
COS  14134   0.00  10.66  0.045
COS  14136   0.80   9.36  0.023
COS  14148   0.20  12.12  0.023
COS  14154   0.40  11.38  0.116
COS  14155   0.30   9.58  0.023
COS  14161   0.30  11.72  0.094
COS  14163   0.80  11.77  0.023
COS  14165   0.20  11.43  0.147
COS  14175   0.90  10.64  0.023
COS  14179   0.20  10.78  0.023
COS  14187   0.20   9.90  0.023
COS  14188   0.90  10.45  0.023
COS  14197   0.10  10.42  0.023
COS   1420   0.60   9.21  0.023
COS  14200   0.20  10.78  0.023
COS  14204   0.90  10.60  0.023
COS  14210   0.20  10.76  0.023
COS  14212   0.20   9.45  0.055
COS  14214   0.20  10.62  0.023
COS  14215   0.20  10.25  0.023
COS  14216   0.70  10.49  0.023
COS   1422   0.20  10.60  0.023
COS  14221   0.20  10.81  0.023
COS  14222   0.90  10.40  0.023
COS  14229   0.00   9.80  0.023
COS   1423   0.10  10.16  0.023
COS  14230   0.20  10.05  0.023
COS  14232   0.90  11.30  0.023
COS  14234   0.20  10.57  0.023
COS   1424   0.20  10.46  0.023
COS   1425   1.00   9.74  0.023
COS  14259   0.70  10.68  0.023
COS  14260   0.20  10.75  0.023
COS  14265   0.20  10.87  0.023
COS  14266   0.10  10.44  0.023
COS  14269   0.90  10.44  0.023
COS  14278   0.00   9.75  0.023
COS  14295   0.50   9.76  0.023
COS  14296   0.64   8.43  0.023
COS  14298   0.90  10.59  0.023
COS  14302   0.40  10.08  0.023
COS  14305   1.00  10.28  0.023
COS  14315   0.90  10.46  0.023
COS  14328   0.60  10.80  0.023
COS   1433   0.60  11.14  0.055
COS  14331   0.20  10.67  0.023
COS  14333   0.20  10.22  0.023
COS  14344   0.20  10.72  0.023
COS  14345   0.20  10.34  0.023
COS  14353   0.00   9.55  0.023
COS  14354   0.20  10.66  0.023
COS  14355   0.10  10.31  0.023
COS  14362   0.90  10.47  0.023
COS  14366   0.40  10.81  0.023
COS   1437   0.50   9.86  0.023
COS  14371   0.90  10.39  0.023
COS  14373   0.60  11.59  0.136
COS  14382   0.30   9.24  0.023
COS  14384   0.70   9.88  0.023
COS  14385   0.00  10.90  0.107
COS  14388   0.50   9.41  0.141
COS  14396   0.10   9.96  0.023
COS  14404   0.00   9.28  0.023
COS  14406   0.30  11.00  0.051
COS  14407   0.60  10.86  0.023
COS  14423   0.00   9.44  0.053
COS  14449   0.12   9.73  0.023
COS  14452   0.70   9.49  0.023
COS   1446   0.10  10.78  0.104
COS  14462   0.80  10.40  0.023
COS  14464   0.00   9.77  0.023
COS  14469   0.14   8.89  0.023
COS  14480   0.26   8.70  0.023
COS  14481   0.10  10.19  0.023
COS  14487   0.30   9.40  0.023
COS  14495   0.90  10.59  0.023
COS  14498   0.70   9.43  0.023
COS  14499   0.00   8.87  0.023
COS  14501   0.10  10.40  0.023
COS  14505   0.00  10.14  0.023
COS   1451   0.90  11.53  0.023
COS  14512   0.80  10.36  0.023
COS  14517   0.80  10.37  0.023
COS  14520   0.10  10.74  0.023
COS  14521   0.30   9.33  0.023
COS  14523   0.60  10.66  0.023
COS  14525   0.90  10.39  0.023
COS  14537   1.00  10.32  0.023
COS  14538   0.20  11.12  0.070
COS   1454   0.20  10.17  0.023
COS  14540   0.20  10.50  0.023
COS  14541   0.70   9.51  0.023
COS  14543   0.10  10.51  0.023
COS  14546   0.10  10.14  0.023
COS  14551   0.10  10.47  0.095
COS  14557   0.00  10.14  0.023
COS  14563   0.30   9.48  0.023
COS  14564   0.70  10.45  0.023
COS  14565   0.30  10.68  0.023
COS  14570   0.80  10.22  0.023
COS  14572   1.00  11.38  0.134
COS  14575   0.30   9.93  0.023
COS  14576   0.70  10.46  0.023
COS  14578   0.30  10.78  0.023
COS  14582   0.30  10.24  0.023
COS  14593   0.20   9.53  0.110
COS  14596   1.00  10.01  0.023
COS  14597   0.06  10.47  0.023
COS    146   0.20  11.44  0.135
COS  14608   0.30  10.35  0.023
COS  14609   0.80  11.75  0.354
COS  14610   0.20  10.08  0.023
COS  14617   1.00   9.68  0.023
COS  14620   0.20  10.69  0.023
COS  14633   0.45   9.32  0.071
COS  14634   0.00  10.44  0.023
COS  14639   0.20  10.70  0.023
COS  14644   0.30  10.45  0.568
COS  14645   0.56   9.00  0.055
COS  14649   0.20  10.67  0.023
COS  14650   0.20  10.64  0.023
COS  14654   0.20  10.65  0.023
COS  14657   0.30   9.52  0.023
COS  14659   1.00  10.56  0.023
COS  14664   0.30   9.25  0.023
COS  14665   0.50   9.49  0.023
COS  14667   0.20  10.45  0.023
COS  14669   0.20  10.70  0.023
COS   1467   0.30   9.81  0.023
COS  14677   0.20  10.49  0.023
COS   1468   0.20   9.83  0.023
COS  14680   0.30   9.77  0.023
COS  14684   0.20  10.85  0.023
COS  14687   0.10  10.89  0.053
COS  14691   0.30  11.28  0.115
COS  14694   0.70  10.20  0.023
COS  14696   0.10  10.56  0.023
COS   1470   0.00  10.17  0.023
COS  14702   0.60  11.05  0.023
COS  14706   0.30  11.58  0.212
COS  14708   0.10  10.79  0.023
COS  14709   0.00  11.30  0.463
COS  14713   0.70  10.48  0.023
COS  14718   0.40  11.29  0.089
COS  14726   1.00   9.63  0.023
COS  14728   0.10  10.69  0.023
COS  14742   0.10  10.53  0.023
COS  14746   0.00  10.50  0.089
COS  14751   0.20  10.78  0.023
COS  14755   0.10  10.52  0.023
COS  14756   0.70   9.69  0.023
COS  14772   0.30  10.22  0.023
COS  14773   0.20  10.68  0.023
COS  14777   0.02   9.93  0.023
COS   1478   0.50   9.02  0.120
COS  14780   0.20  10.37  0.023
COS  14782   0.10  10.94  0.076
COS  14784   0.10  10.44  0.023
COS  14786   0.30   9.22  0.023
COS  14795   0.20  10.77  0.023
COS  14797   0.20  10.79  0.070
COS  14800   0.20  10.61  0.023
COS  14805   0.46   9.44  0.023
COS  14808   0.80  10.21  0.023
COS  14812   0.26   9.45  0.083
COS  14814   0.30  11.27  0.023
COS  14827   0.30  10.57  0.023
COS  14834   0.70  10.62  0.023
COS  14838   1.00  10.08  0.023
COS  14841   0.70   9.61  0.023
COS  14845   0.20  10.74  0.023
COS  14848   0.16  10.82  0.023
COS  14849   0.30  10.64  0.023
COS  14853   0.30  10.01  0.023
COS  14854   0.30  10.75  0.023
COS  14855   0.90  10.17  0.023
COS  14856   0.20  10.66  0.023
COS  14857   0.20  10.94  0.049
COS  14859   0.11  10.09  0.320
COS  14862   0.90  10.59  0.035
COS  14867   0.90  10.40  0.023
COS  14868   0.40   9.30  0.023
COS  14869   0.20  10.80  0.023
COS  14878   0.20  10.66  0.023
COS  14879   0.40  10.18  0.023
COS  14882   0.90  10.34  0.023
COS   1489   0.90  10.60  0.023
COS  14891   0.00  10.12  0.023
COS  14898   0.08  10.27  0.057
COS    149   0.20  10.75  0.023
COS  14900   0.20  10.68  0.023
COS  14909   0.90  10.51  0.023
COS  14913   0.90  10.56  0.023
COS  14916   0.90  10.50  0.023
COS  14921   0.68   8.71  0.023
COS  14930   0.20  10.51  0.023
COS  14934   0.60  10.78  0.023
COS  14938   0.30  10.41  0.023
COS  14940   1.00  10.62  0.023
COS  14941   0.50   9.78  0.023
COS  14942   0.70   9.92  0.023
COS  14945   0.68   8.74  0.023
COS  14949   0.50   9.99  0.023
COS   1495   0.20  10.58  0.023
COS  14954   0.20  10.10  0.023
COS  14959   0.20  10.74  0.023
COS  14961   0.60   9.83  0.023
COS  14966   0.90  10.35  0.023
COS  14969   0.60   9.79  0.023
COS  14977   0.20  10.81  0.023
COS  14978   0.20  10.78  0.023
COS  14979   0.20  10.77  0.023
COS  14981   0.60   9.51  0.023
COS  14990   0.20  10.89  0.023
COS  14993   0.50   9.47  0.023
COS  14994   0.90  10.27  0.023
COS  14995   0.80  10.21  0.023
COS  14999   0.20  10.59  0.023
COS     15   0.20  10.64  0.023
COS  15000   0.50  10.48  0.023
COS  15004   0.40  11.36  0.184
COS  15008   0.90  10.34  0.023
COS   1501   0.30  10.17  0.023
COS  15013   0.90  10.35  0.023
COS  15022   0.80   9.93  0.023
COS  15023   0.30  11.88  0.123
COS  15035   0.20  11.65  0.189
COS   1505   0.40  10.29  0.023
COS  15051   0.40   9.86  0.023
COS  15060   0.20  10.76  0.023
COS  15063   0.90  10.38  0.023
COS  15067   0.80   8.94  0.023
COS   1507   0.20  10.74  0.023
COS  15076   0.30  10.63  0.023
COS  15085   0.20  10.81  0.023
COS  15089   0.10  10.88  0.023
COS  15091   0.30  10.25  0.023
COS  15092   0.90  10.50  0.023
COS  15094   0.20   9.36  0.023
COS  15095   0.10  11.44  0.567
COS  15097   0.60  10.88  0.023
COS  15100   0.70  10.67  0.023
COS  15109   0.50   9.71  0.023
COS  15120   0.20  10.09  0.023
COS  15128   0.20  10.68  0.023
COS  15131   0.90  11.87  0.023
COS  15133   0.90  10.38  0.023
COS  15139   0.10  10.86  0.189
COS  15153   0.10  10.16  0.023
COS  15156   0.30  10.65  0.023
COS  15158   0.00   9.93  0.023
COS  15160   0.20  10.64  0.023
COS  15163   0.20  10.87  0.023
COS  15164   0.90  10.37  0.023
COS  15170   0.20  10.29  0.023
COS  15171   0.20  10.83  0.023
COS  15173   0.90   9.00  0.023
COS  15174   0.20  10.72  0.023
COS  15178   0.20  10.24  0.023
COS  15179   0.20  10.13  0.023
COS  15183   0.10  11.72  0.023
COS  15191   0.50   9.95  0.023
COS  15195   0.20  10.83  0.023
COS   1520   0.00  11.60  0.107
COS  15200   0.80  10.98  0.023
COS  15210   0.16  10.72  0.023
COS  15214   1.00  10.58  0.023
COS  15219   0.70  10.52  0.023
COS   1522   1.00  10.21  0.023
COS  15235   0.20  10.74  0.023
COS   1524   0.80  11.69  0.023
COS  15242   0.30  10.28  0.023
COS  15244   0.80  11.74  0.343
COS  15245   0.20  10.12  0.023
COS  15246   0.60   9.58  0.023
COS  15251   0.10  10.49  0.180
COS  15253   0.50   9.15  0.023
COS  15258   0.90  10.35  0.023
COS   1526   0.20  10.11  0.023
COS  15265   0.60  10.89  0.023
COS  15269   0.10  11.94  0.097
COS  15275   0.10   9.88  0.023
COS  15280   0.20  11.19  0.084
COS  15283   0.20  10.70  0.023
COS  15286   0.10  10.44  0.023
COS   1529   0.70   9.69  0.023
COS  15291   0.20  10.75  0.023
COS  15292   0.20  10.62  0.023
COS  15293   0.10   9.39  0.023
COS  15294   0.10  11.32  0.091
COS  15295   0.80  10.56  0.023
COS  15302   0.20  10.08  0.023
COS  15303   0.20  10.70  0.023
COS  15304   0.20  11.65  0.151
COS  15313   1.00  10.17  0.023
COS  15314   0.20  10.77  0.023
COS   1532   0.20  10.79  0.023
COS  15324   0.30  10.91  0.023
COS  15327   0.20  10.82  0.023
COS  15331   0.20  10.11  0.023
COS  15332   0.20  10.86  0.023
COS  15339   0.00  10.96  0.146
COS   1534   0.70  10.43  0.023
COS  15340   0.30  11.52  0.387
COS  15357   0.50   9.84  0.023
COS  15358   0.80   9.75  0.023
COS  15360   0.00  11.19  0.125
COS  15366   0.10  10.77  0.058
COS  15372   0.10  10.00  0.023
COS  15374   1.00   9.73  0.023
COS  15376   0.10  10.62  0.023
COS  15379   0.35  10.71  0.023
COS  15380   0.00   9.61  0.023
COS  15386   0.30  10.15  0.183
COS   1539   0.30  10.50  0.023
COS  15395   0.20  10.07  0.023
COS   1540   0.30  11.40  0.087
COS  15402   0.60  10.84  0.023
COS  15406   0.10  10.85  0.066
COS  15407   0.20  10.75  0.023
COS  15408   0.70  10.46  0.023
COS  15409   0.80  10.52  0.023
COS  15412   0.10  10.54  0.023
COS  15415   0.20  10.63  0.023
COS  15418   0.50  10.45  0.089
COS  15421   0.17   8.51  0.023
COS  15426   0.20  10.65  0.023
COS  15427   0.20  10.80  0.023
COS  15431   0.60  10.61  0.023
COS  15435   0.30   8.41  0.023
COS  15438   0.20  10.18  0.082
COS  15441   0.70   9.97  0.023
COS  15443   0.20  10.85  0.023
COS  15448   0.20  10.68  0.023
COS  15453   0.90  10.37  0.023
COS  15454   0.40  11.32  0.115
COS  15456   0.90  10.43  0.023
COS  15458   0.40   9.96  0.023
COS  15459   0.17  10.81  1.573
COS  15461   0.40  10.70  0.023
COS  15465   0.20  10.82  0.023
COS  15466   0.50   9.57  0.023
COS  15467   0.20  10.62  0.023
COS  15468   0.50  11.13  0.168
COS   1547   0.20  10.60  0.023
COS  15470   0.20  10.06  0.023
COS  15472   0.20  11.37  0.105
COS  15473   0.00   9.32  0.023
COS  15479   0.90  10.42  0.023
COS   1548   0.50   9.79  0.023
COS  15481   0.20  10.26  0.023
COS  15482   0.20  10.51  0.023
COS  15485   0.30  10.80  0.023
COS  15491   0.20  10.14  0.023
COS  15492   0.90  10.47  0.023
COS  15493   0.30  10.13  0.223
COS  15498   0.90  10.50  0.023
COS   1550   0.10  10.27  0.023
COS  15514   0.20  11.09  0.041
COS  15516   0.20  10.26  0.023
COS  15518   0.40   9.92  0.023
COS  15519   0.30  10.50  0.023
COS   1552   0.20   9.76  0.023
COS  15522   0.20  11.92  0.234
COS  15533   0.90  10.49  0.023
COS  15537   0.10  10.60  0.023
COS  15546   0.20  10.87  0.023
COS  15548   0.10  11.47  0.187
COS  15549   0.90  10.40  0.023
COS  15560   0.40  10.38  0.023
COS  15566   0.20   9.96  0.023
COS  15567   0.70   9.54  0.023
COS  15570   0.20  10.84  0.023
COS  15574   0.90  10.48  0.023
COS  15575   0.80  10.49  0.023
COS  15580   0.05  10.17  0.023
COS  15586   0.20  10.68  0.023
COS  15589   0.20  10.65  0.023
COS  15593   0.90  10.38  0.023
COS  15599   1.00   9.68  0.023
COS  15606   0.90   9.56  0.023
COS  15610   0.20  10.67  0.023
COS  15611   0.10   9.95  0.023
COS  15621   0.00   9.56  0.063
COS  15625   0.47  10.70  0.023
COS  15626   0.20  11.15  0.070
COS   1563   0.20  10.16  0.023
COS  15632   0.70   9.92  0.023
COS  15646   0.20  10.92  0.023
COS  15656   0.80   9.53  0.023
COS  15662   0.90  10.31  0.023
COS  15678   0.60   9.27  0.023
COS  15679   1.00  10.49  0.023
COS  15680   0.20  10.62  0.023
COS  15683   0.20  10.64  0.023
COS  15686   0.10  10.57  0.118
COS  15689   0.50  10.37  0.023
COS  15696   0.10  10.60  0.023
COS  15699   0.80  10.56  0.023
COS  15702   0.20   9.58  0.023
COS  15703   1.00  10.43  0.023
COS  15704   0.20  10.41  0.023
COS  15709   0.30  10.87  0.168
COS  15710   0.70  11.22  0.023
COS  15716   0.20  10.82  0.023
COS  15719   0.60  10.82  0.023
COS   1572   0.30  10.66  0.023
COS  15720   0.20  10.64  0.023
COS  15724   0.40  11.55  0.023
COS  15727   0.47  10.71  0.023
COS  15729   0.50   9.82  0.023
COS   1573   1.00   9.67  0.023
COS  15731   0.70  10.32  0.023
COS  15740   0.10  10.56  0.089
COS  15751   0.20  10.59  0.023
COS  15753   0.20  10.71  0.023
COS  15759   0.20  11.07  0.066
COS   1577   0.90  10.49  0.023
COS  15771   0.30   9.14  0.023
COS  15786   0.70   9.03  0.023
COS  15788   0.00  11.08  0.066
COS   1579   0.40   9.94  0.023
COS  15793   0.20  10.40  0.023
COS   1581   0.90  10.47  0.023
COS  15833   0.80  10.46  0.023
COS  15834   0.20  10.81  0.023
COS  15836   0.90  10.36  0.023
COS  15840   0.20  10.78  0.023
COS  15847   1.00   9.67  0.023
COS   1585   0.20  10.76  0.023
COS  15851   0.90  10.52  0.023
COS  15854   0.20  10.83  0.023
COS  15865   0.20  10.68  0.023
COS   1587   0.20  10.48  0.023
COS  15875   0.30   9.84  0.023
COS   1588   0.10  10.08  0.023
COS  15888   0.20  10.68  0.023
COS  15889   0.80   9.53  0.023
COS  15896   0.20  10.54  0.023
COS  15898   0.00  11.28  0.387
COS  15901   0.10   9.89  0.023
COS  15907   0.90  10.47  0.023
COS  15910   0.20  10.82  0.023
COS  15913   0.10  10.22  0.023
COS  15919   0.20   9.75  0.043
COS  15927   0.10   9.97  0.023
COS   1593   0.20  10.54  0.023
COS  15931   0.20  10.52  0.023
COS  15938   0.30   9.17  0.023
COS  15942   0.20  11.45  0.154
COS  15943   0.90  10.52  0.023
COS  15944   0.50  10.37  0.023
COS  15945   0.70   9.92  0.023
COS  15955   0.70  10.16  0.023
COS  15962   0.30   9.10  0.023
COS  15964   0.20  10.60  0.023
COS  15965   0.30  10.55  0.023
COS  15966   0.80  10.96  0.061
COS  15968   0.20  10.54  0.023
COS  15981   0.10  10.63  0.023
COS  15987   0.50  10.40  0.023
COS  16004   0.25   9.97  0.023
COS  16009   0.40  10.34  0.023
COS  16010   0.60   9.83  0.023
COS  16015   0.90  10.56  0.023
COS   1602   0.20  11.93  0.225
COS  16027   0.30   9.69  0.023
COS  16028   0.00  10.77  0.057
COS  16029   1.00  10.32  0.023
COS   1603   0.40  10.74  0.023
COS  16033   0.47   8.81  0.023
COS  16037   0.90  10.40  0.023
COS   1604   0.30  10.75  0.023
COS  16040   0.05   9.95  0.023
COS   1606   0.20  10.65  0.023
COS  16063   0.20  10.21  0.023
COS  16068   0.10  10.73  0.023
