\begin{table}
\begin{tabular}{ccccccccccccccccc}
field & ID & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR & distance & unitless_dist \\
UDS & 24018 & 10.4099331233 & 1.882 & 5.9400001 & 0.2 & 11.76 & 0.122 & 0.0194 & 43.6305466956 & 45.3342368546 & 1.98744936838 & 43.4197553298 & 45.0246941623 & -0.774266661519 & 1767.17706276 & 3.24728006593 \\
UDS & 26687 & 10.7965743332 & 1.882 & 6.5999999 & 0.1 & 11.73 & 0.291 & 0.0031 & 42.8041066595 & 45.3113965617 & 1.96460907546 & 43.1395921576 & 44.674490197 & -1.12447062682 & 1767.17706276 & 3.24728006593 \\
GDS & 14040 & 9.51 & 1.8827 & 3.96 & 0.2 & 10.3 & 0.013 & 0.0194 & 42.1705466956 & 43.8742368546 & 0.527449368377 & 42.9248153298 & 44.4060191623 & -1.39294166152 & 1767.1281359 & 3.24726804169 \\
GDS & 11123 & 9.88 & 1.8828 & 5.28 & 0.4 & 10.58 & 0.023 & 0.0916 & 43.1246404394 & 44.1210220912 & 0.774234605014 & 43.2482531089 & 44.8103163862 & -0.988644437611 & 1767.12113804 & 3.24726632188 \\
UDS & 23296 & 10.4048337166 & 1.884 & 5.2800002 & 0.2 & 11.48 & 0.171 & 0.0194 & 43.3505466956 & 45.0542368546 & 1.70744936838 & 43.3248353298 & 44.9060441623 & -0.892916661519 & 1767.03700214 & 3.24724564382 \\
EGS & 29775 & 10.3614 & 1.884 & 6.6 & 0.2 & 11.26 & 0.1 & 0.0194 & 43.1305466956 & 44.8342368546 & 1.48744936838 & 43.2502553298 & 44.8128191623 & -0.986141661519 & 1767.03700214 & 3.24724564382 \\
EGS & 10327 & 10.5427 & 1.884 & 6.6 & 0.2 & 11.88 & 0.207 & 0.0194 & 43.7505466956 & 45.4542368546 & 2.10744936838 & 43.4604353298 & 45.0755441623 & -0.723416661519 & 1767.03700214 & 3.24724564382 \\
UDS & 6585 & 10.6928469193 & 1.884 & 4.6199999 & 0.1 & 10.73 & 0.04 & 0.0031 & 41.8041066595 & 44.3113965617 & 0.964609075465 & 42.8005921576 & 44.250740197 & -1.54822062682 & 1767.03700214 & 3.24724564382 \\
GDS & 25952 & 10.44 & 1.884 & 3.96 & 0.5 & 11.37 & 0.091 & 0.1475 & 44.121536986 & 44.8834393534 & 1.53665186713 & 43.5862010383 & 45.2327512978 & -0.566209525969 & 1767.03700214 & 3.24724564382 \\
EGS & 25066 & 10.1702 & 1.884 & 5.28 & 0.2 & 11.32 & 0.142 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 & 1767.03700214 & 3.24724564382 \\
EGS & 26729 & 10.1873 & 1.885 & 5.28 & 0.2 & 11.07 & 0.066 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 & 1766.96666122 & 3.2472283554 \\
EGS & 292 & 9.99672 & 1.885 & 3.96 & 0.2 & 11.83 & 0.136 & 0.0194 & 43.7005466956 & 45.4042368546 & 2.05744936838 & 43.4434853298 & 45.0543566623 & -0.744604161519 & 1766.96666122 & 3.2472283554 \\
GDS & 15586 & 10.85 & 1.885 & 5.94 & 0.2 & 10.88 & 0.057 & 0.0194 & 42.7505466956 & 44.4542368546 & 1.10744936838 & 43.1214353298 & 44.6517941623 & -1.14716666152 & 1766.96666122 & 3.2472283554 \\
COS & 17551 & 11.069 & 1.885 & 3.96 & 0.2 & 11.28 & 0.082 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 & 1766.96666122 & 3.2472283554 \\
UDS & 8888 & 11.0453229788 & 1.886 & 4.6199999 & 0.28 & 11.16 & 0.105 & 0.041944 & 43.3654148104 & 44.7241358608 & 1.37734837454 & 43.3298756207 & 44.9123445259 & -0.886616297883 & 1766.89611377 & 3.24721101553 \\
UDS & 10262 & 10.717670503 & 1.886 & 3.5 & 0.2 & 11.21 & 0.107 & 0.0194 & 43.0805466956 & 44.7842368546 & 1.43744936838 & 43.2333053298 & 44.7916316623 & -1.00732916152 & 1766.89611377 & 3.24721101553 \\
EGS & 22525 & 10.4807 & 1.886 & 5.28 & 0.4 & 11.34 & 0.055 & 0.0916 & 43.8846404394 & 44.8810220912 & 1.53423460501 & 43.5058931089 & 45.1323663862 & -0.666594437611 & 1766.89611377 & 3.24721101553 \\
EGS & 2883 & 10.0764 & 1.886 & 4.62 & 0.1 & 11.68 & 0.085 & 0.0031 & 42.7541066595 & 45.2613965617 & 1.91460907546 & 43.1226421576 & 44.653302697 & -1.14565812682 & 1766.89611377 & 3.24721101553 \\
UDS & 14552 & 9.92685670895 & 1.886 & 5.2800002 & 0.2 & 11.11 & 0.063 & 0.0194 & 42.9805466956 & 44.6842368546 & 1.33744936838 & 43.1994053298 & 44.7492566623 & -1.04970416152 & 1766.89611377 & 3.24721101553 \\
GDS & 20981 & 10.2 & 1.888 & 6.6 & 0.3 & 11.79 & 0.119 & 0.0489 & 44.0620538248 & 45.3509711474 & 2.00418366114 & 43.5660362466 & 45.2075453083 & -0.591415515524 & 1766.75440085 & 3.24717618178 \\
EGS & 27457 & 9.54861 & 1.888 & 4.62 & 0.2 & 11.49 & 0.055 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 & 1766.75440085 & 3.24717618178 \\
EGS & 5694 & 10.2654 & 1.888 & 5.28 & 0.1 & 10.76 & 0.034 & 0.0031 & 41.8341066595 & 44.3413965617 & 0.994609075465 & 42.8107621576 & 44.263452697 & -1.53550812682 & 1766.75440085 & 3.24717618178 \\
EGS & 25836 & 10.1144 & 1.889 & 6.6 & 0.4 & 10.77 & 0.03 & 0.0916 & 43.3146404394 & 44.3110220912 & 0.964234605014 & 43.3126631089 & 44.8908288862 & -0.908131937611 & 1766.68323618 & 3.2471586881 \\
EGS & 20345 & 10.013 & 1.889 & 5.28 & 0.4 & 10.82 & 0.034 & 0.0916 & 43.3646404394 & 44.3610220912 & 1.01423460501 & 43.3296131089 & 44.9120163862 & -0.886944437611 & 1766.68323618 & 3.2471586881 \\
EGS & 27218 & 9.75522 & 1.889 & 4.62 & 0.2 & 10.95 & 0.049 & 0.0194 & 42.8205466956 & 44.5242368546 & 1.17744936838 & 43.1451653298 & 44.6814566623 & -1.11750416152 & 1766.68323618 & 3.2471586881 \\
UDS & 8695 & 10.3222192947 & 1.889 & 6.5999999 & 0.3 & 11.64 & 0.082 & 0.0489 & 43.9120538248 & 45.2009711474 & 1.85418366114 & 43.5151862466 & 45.1439828083 & -0.654978015524 & 1766.68323618 & 3.2471586881 \\
GDS & 24826 & 10.72 & 1.889 & 5.28 & 0.1 & 11.55 & 0.248 & 0.0031 & 42.6241066595 & 45.1313965617 & 1.78460907546 & 43.0785721576 & 44.598215197 & -1.20074562682 & 1766.68323618 & 3.2471586881 \\
EGS & 12815 & 10.886 & 1.889 & 5.28 & 0.28 & 11.09 & 0.069 & 0.041944 & 43.2954148104 & 44.6541358608 & 1.30734837454 & 43.3061456207 & 44.8826820259 & -0.916278797883 & 1766.68323618 & 3.2471586881 \\
EGS & 27228 & 10.3582 & 1.889 & 5.28 & 0.8 & 12.23 & 0.802 & 0.3944 & 45.408681872 & 45.5949308322 & 2.24814334596 & 44.0225431546 & 45.7781789432 & -0.0207818805458 & 1766.68323618 & 3.2471586881 \\
EGS & 30458 & 10.4991 & 1.891 & 5.28 & 0.2 & 12.18 & 0.078 & 0.0194 & 44.0505466956 & 45.7542368546 & 2.40744936838 & 43.5621353298 & 45.2026691623 & -0.596291661519 & 1766.54029238 & 3.24712354755 \\
EGS & 23806 & 10.6792 & 1.893 & 5.28 & 0.3 & 11.62 & 0.076 & 0.0489 & 43.8920538248 & 45.1809711474 & 1.83418366114 & 43.5084062466 & 45.1355078083 & -0.663453015524 & 1766.39653194 & 3.24708820338 \\
EGS & 23152 & 10.866 & 1.894 & 4.62 & 0.3 & 11.64 & 0.065 & 0.0489 & 43.9120538248 & 45.2009711474 & 1.85418366114 & 43.5151862466 & 45.1439828083 & -0.654978015524 & 1766.32434647 & 3.24707045516 \\
UDS & 23630 & 10.7442929831 & 1.895 & 5.9400001 & 0.3 & 11.85 & 0.169 & 0.0489 & 44.1220538248 & 45.4109711474 & 2.06418366114 & 43.5863762466 & 45.2329703083 & -0.565990515524 & 1766.25195802 & 3.24705265631 \\
EGS & 24790 & 10.6288 & 1.895 & 5.28 & 0.22 & 10.71 & 0.036 & 0.024244 & 42.677349241 & 44.2820861962 & 0.935298709939 & 43.0966213927 & 44.6207767409 & -1.1781840829 & 1766.25195802 & 3.24705265631 \\
EGS & 5589 & 9.68358 & 1.896 & 5.28 & 0.2 & 10.79 & 0.034 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 & 1766.17936699 & 3.24703480691 \\
EGS & 25521 & 10.6062 & 1.896 & 3.96 & 0.3 & 12.18 & 0.37 & 0.0489 & 44.4520538248 & 45.7409711474 & 2.39418366114 & 43.6982462466 & 45.3728078083 & -0.426153015524 & 1766.17936699 & 3.24703480691 \\
COS & 6880 & 10.2873 & 1.897 & 7.26 & 0.2 & 11.23 & 0.081 & 0.0194 & 43.1005466956 & 44.8042368546 & 1.45744936838 & 43.2400853298 & 44.8001066623 & -0.998854161519 & 1766.10657376 & 3.24701690705 \\
UDS & 14203 & 10.2504200023 & 1.897 & 5.9400001 & 0.2 & 11.14 & 0.084 & 0.0194 & 43.0105466956 & 44.7142368546 & 1.36744936838 & 43.2095753298 & 44.7619691623 & -1.03699166152 & 1766.10657376 & 3.24701690705 \\
GDS & 12526 & 10.27 & 1.897 & 5.28 & 0.1 & 10.99 & 0.151 & 0.0031 & 42.0641066595 & 44.5713965617 & 1.22460907546 & 42.8887321576 & 44.360915197 & -1.43804562682 & 1766.10657376 & 3.24701690705 \\
GDS & 19476 & 10.6 & 1.897 & 5.28 & 0.7 & 12.03 & 0.363 & 0.2989 & 45.0882708807 & 45.4585249328 & 2.11173744658 & 43.9139238286 & 45.6424047857 & -0.15655603808 & 1766.10657376 & 3.24701690705 \\
COS & 5937 & 9.99709 & 1.898 & 10.56 & 0.9 & 11.6 & 0.118 & 0.5031 & 44.884399283 & 44.8790139624 & 1.53222647621 & 43.8448113569 & 45.5560141962 & -0.242946627611 & 1766.03357872 & 3.24699895684 \\
EGS & 8376 & 10.3051 & 1.898 & 5.28 & 0.2 & 10.97 & 0.046 & 0.0194 & 42.8405466956 & 44.5442368546 & 1.19744936838 & 43.1519453298 & 44.6899316623 & -1.10902916152 & 1766.03357872 & 3.24699895684 \\
COS & 17704 & 10.798 & 1.898 & 5.94 & 0.2 & 11.68 & 0.349 & 0.0194 & 43.5505466956 & 45.2542368546 & 1.90744936838 & 43.3926353298 & 44.9907941623 & -0.808166661519 & 1766.03357872 & 3.24699895684 \\
EGS & 6035 & 10.5733 & 1.899 & 5.28 & 0.2 & 11.28 & 0.117 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 & 1765.96038227 & 3.24698095635 \\
EGS & 11922 & 10.4916 & 1.899 & 5.28 & 0.4 & 11.37 & 0.123 & 0.0916 & 43.9146404394 & 44.9110220912 & 1.56423460501 & 43.5160631089 & 45.1450788862 & -0.653881937611 & 1765.96038227 & 3.24698095635 \\
EGS & 956 & 9.7818 & 1.899 & 4.62 & 0.2 & 10.97 & 0.051 & 0.0194 & 42.8405466956 & 44.5442368546 & 1.19744936838 & 43.1519453298 & 44.6899316623 & -1.10902916152 & 1765.96038227 & 3.24698095635 \\
COS & 9487 & 10.1171 & 1.9 & 5.94 & 0.3 & 11.8 & 0.189 & 0.0489 & 44.0720538248 & 45.3609711474 & 2.01418366114 & 43.5694262466 & 45.2117828083 & -0.587178015524 & 1765.88698479 & 3.24696290567 \\
COS & 11299 & 10.7462 & 1.9 & 5.28 & 0.3 & 11.94 & 0.202 & 0.0489 & 44.2120538248 & 45.5009711474 & 2.15418366114 & 43.6168862466 & 45.2711078083 & -0.527853015524 & 1765.88698479 & 3.24696290567 \\
GDS & 25511 & 10.45 & 1.901 & 4.62 & 0.4 & 11.19 & 0.051 & 0.0916 & 43.7346404394 & 44.7310220912 & 1.38423460501 & 43.4550431089 & 45.0688038862 & -0.730156937611 & 1765.81338668 & 3.24694480489 \\
GDS & 20628 & 10.24 & 1.901 & 5.28 & 0.2 & 11.12 & 0.09 & 0.0194 & 42.9905466956 & 44.6942368546 & 1.34744936838 & 43.2027953298 & 44.7534941623 & -1.04546666152 & 1765.81338668 & 3.24694480489 \\
EGS & 20751 & 10.2983 & 1.901 & 5.28 & 0.2 & 11.49 & 0.169 & 0.0194 & 43.3605466956 & 45.0642368546 & 1.71744936838 & 43.3282253298 & 44.9102816623 & -0.888679161519 & 1765.81338668 & 3.24694480489 \\
GDS & 1841 & 10.28 & 1.902 & 4.62 & 0.2 & 11.08 & 0.059 & 0.0194 & 42.9505466956 & 44.6542368546 & 1.30744936838 & 43.1892353298 & 44.7365441623 & -1.06241666152 & 1765.73958831 & 3.24692665411 \\
UDS & 21473 & 9.80140371002 & 1.903 & 7.2600002 & 0.2 & 11.18 & 0.084 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 & 1765.66559008 & 3.24690845341 \\
EGS & 6520 & 9.81115 & 1.903 & 5.28 & 0.2 & 10.87 & 0.046 & 0.0194 & 42.7405466956 & 44.4442368546 & 1.09744936838 & 43.1180453298 & 44.6475566623 & -1.15140416152 & 1765.66559008 & 3.24690845341 \\
EGS & 17980 & 10.5045 & 1.904 & 5.94 & 0.2 & 11.53 & 0.185 & 0.0194 & 43.4005466956 & 45.1042368546 & 1.75744936838 & 43.3417853298 & 44.9272316623 & -0.871729161519 & 1765.59139238 & 3.24689020288 \\
EGS & 5935 & 9.95562 & 1.904 & 6.6 & 0.2 & 10.93 & 0.051 & 0.0194 & 42.8005466956 & 44.5042368546 & 1.15744936838 & 43.1383853298 & 44.6729816623 & -1.12597916152 & 1765.59139238 & 3.24689020288 \\
EGS & 12294 & 10.0417 & 1.904 & 5.28 & 0.1 & 10.98 & 0.055 & 0.0031 & 42.0541066595 & 44.5613965617 & 1.21460907546 & 42.8853421576 & 44.356677697 & -1.44228312682 & 1765.59139238 & 3.24689020288 \\
EGS & 22922 & 10.103 & 1.905 & 4.62 & 0.5 & 11.85 & 0.185 & 0.1475 & 44.601536986 & 45.3634393534 & 2.01665186713 & 43.7489210383 & 45.4361512978 & -0.362809525969 & 1765.51699558 & 3.24687190261 \\
EGS & 270 & 10.8187 & 1.905 & 3.5 & 0.3 & 11.08 & 0.085 & 0.0489 & 43.3520538248 & 44.6409711474 & 1.29418366114 & 43.3253462466 & 44.9066828083 & -0.892278015524 & 1765.51699558 & 3.24687190261 \\
EGS & 19062 & 10.3222 & 1.905 & 5.28 & 0.2 & 11.46 & 0.149 & 0.0194 & 43.3305466956 & 45.0342368546 & 1.68744936838 & 43.3180553298 & 44.8975691623 & -0.901391661519 & 1765.51699558 & 3.24687190261 \\
EGS & 3124 & 9.75099 & 1.905 & 5.28 & 0.2 & 10.75 & 0.029 & 0.0194 & 42.6205466956 & 44.3242368546 & 0.977449368377 & 43.0773653298 & 44.5967066623 & -1.20225416152 & 1765.51699558 & 3.24687190261 \\
GDS & 21792 & 9.98 & 1.905 & 5.28 & 0.2 & 10.76 & 0.036 & 0.0194 & 42.6305466956 & 44.3342368546 & 0.987449368377 & 43.0807553298 & 44.6009441623 & -1.19801666152 & 1765.51699558 & 3.24687190261 \\
UDS & 634 & 10.0569048513 & 1.906 & 5.9400001 & 0.2 & 11.1 & 0.071 & 0.0194 & 42.9705466956 & 44.6742368546 & 1.32744936838 & 43.1960153298 & 44.7450191623 & -1.05394166152 & 1765.44240008 & 3.24685355269 \\
EGS & 16415 & 10.4309 & 1.906 & 5.28 & 0.3 & 12.02 & 0.155 & 0.0489 & 44.2920538248 & 45.5809711474 & 2.23418366114 & 43.6440062466 & 45.3050078083 & -0.493953015524 & 1765.44240008 & 3.24685355269 \\
EGS & 14606 & 9.9658 & 1.907 & 8.58 & 0.2 & 10.69 & 0.029 & 0.0194 & 42.5605466956 & 44.2642368546 & 0.917449368377 & 43.0570253298 & 44.5712816623 & -1.22767916152 & 1765.36760625 & 3.2468351532 \\
UDS & 12830 & 10.1398790864 & 1.908 & 5.2800002 & 0.4 & 11.15 & 0.069 & 0.0916 & 43.6946404394 & 44.6910220912 & 1.34423460501 & 43.4414831089 & 45.0518538862 & -0.747106937611 & 1765.29261449 & 3.24681670424 \\
COS & 12808 & 9.60048 & 1.909 & 3.96 & 0.1 & 11.73 & 0.243 & 0.0031 & 42.8041066595 & 45.3113965617 & 1.96460907546 & 43.1395921576 & 44.674490197 & -1.12447062682 & 1765.21742517 & 3.24679820589 \\
GDS & 12770 & 9.81 & 1.909 & 3.96 & 0.2 & 11.04 & 0.053 & 0.0194 & 42.9105466956 & 44.6142368546 & 1.26744936838 & 43.1756753298 & 44.7195941623 & -1.07936666152 & 1765.21742517 & 3.24679820589 \\
UDS & 8531 & 10.8350561017 & 1.91 & 4.6199999 & 0.2 & 11.69 & 0.265 & 0.0194 & 43.5605466956 & 45.2642368546 & 1.91744936838 & 43.3960253298 & 44.9950316623 & -0.803929161519 & 1765.14203868 & 3.24677965824 \\
COS & 19494 & 10.5636 & 1.911 & 5.28 & 0.4 & 11.39 & 0.084 & 0.0916 & 43.9346404394 & 44.9310220912 & 1.58423460501 & 43.5228431089 & 45.1535538862 & -0.645406937611 & 1765.06645539 & 3.24676106138 \\
EGS & 470 & 10.5988 & 1.911 & 4.62 & 0.2 & 12.18 & 0.266 & 0.0194 & 44.0505466956 & 45.7542368546 & 2.40744936838 & 43.5621353298 & 45.2026691623 & -0.596291661519 & 1765.06645539 & 3.24676106138 \\
UDS & 12984 & 10.8881794939 & 1.911 & 5.2800002 & 0.4 & 11.4 & 0.128 & 0.0916 & 43.9446404394 & 44.9410220912 & 1.59423460501 & 43.5262331089 & 45.1577913862 & -0.641169437611 & 1765.06645539 & 3.24676106138 \\
COS & 5528 & 10.6776 & 1.912 & 7.26 & 0.3 & 11.34 & 0.106 & 0.0489 & 43.6120538248 & 44.9009711474 & 1.55418366114 & 43.4134862466 & 45.0168578083 & -0.782103015524 & 1764.9906757 & 3.24674241539 \\
EGS & 26441 & 10.3811 & 1.913 & 3.96 & 0.2 & 11.66 & 0.057 & 0.0194 & 43.5305466956 & 45.2342368546 & 1.88744936838 & 43.3858553298 & 44.9823191623 & -0.816641661519 & 1764.91469997 & 3.24672372036 \\
UDS & 27097 & 10.0827853703 & 1.913 & 7.9200001 & 0.8 & 11.08 & 0.117 & 0.3944 & 44.258681872 & 44.4449308322 & 1.09814334596 & 43.6326931546 & 45.2908664432 & -0.508094380546 & 1764.91469997 & 3.24672372036 \\
UDS & 24437 & 11.2041199827 & 1.913 & 5.9400001 & 0.1 & 11.7 & 0.419 & 0.0031 & 42.7741066595 & 45.2813965617 & 1.93460907546 & 43.1294221576 & 44.661777697 & -1.13718312682 & 1764.91469997 & 3.24672372036 \\
UDS & 10710 & 10.3873898263 & 1.914 & 5.2800002 & 0.2 & 11.07 & 0.074 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 & 1764.83852859 & 3.24670497638 \\
EGS & 694 & 10.4958 & 1.917 & 7.26 & 0.4 & 11.92 & 0.277 & 0.0916 & 44.4646404394 & 45.4610220912 & 2.11423460501 & 43.7025131089 & 45.3781413862 & -0.420819437611 & 1764.60884434 & 3.24664845161 \\
UDS & 17110 & 10.8202014595 & 1.918 & 5.2800002 & 0.2 & 11.35 & 0.128 & 0.0194 & 43.2205466956 & 44.9242368546 & 1.57744936838 & 43.2807653298 & 44.8509566623 & -0.948004161519 & 1764.53189414 & 3.24662951269 \\
EGS & 12502 & 11.0138 & 1.919 & 5.28 & 0.2 & 11.87 & 0.402 & 0.0194 & 43.7405466956 & 45.4442368546 & 2.09744936838 & 43.4570453298 & 45.0713066623 & -0.727654161519 & 1764.45475017 & 3.24661052526 \\
GDS & 15614 & 9.94 & 1.919 & 3.5 & 0.3 & 11.36 & 0.064 & 0.0489 & 43.6320538248 & 44.9209711474 & 1.57418366114 & 43.4202662466 & 45.0253328083 & -0.773628015524 & 1764.45475017 & 3.24661052526 \\
GDS & 14863 & 8.73 & 1.92 & 5.94 & 0.2 & 11.92 & 0.014 & 0.0194 & 43.7905466956 & 45.4942368546 & 2.14744936838 & 43.4739953298 & 45.0924941623 & -0.706466661519 & 1764.37741282 & 3.2465914894 \\
COS & 23761 & 10.6485 & 1.92 & 7.92 & 0.3 & 11.84 & 0.196 & 0.0489 & 44.1120538248 & 45.4009711474 & 2.05418366114 & 43.5829862466 & 45.2287328083 & -0.570228015524 & 1764.37741282 & 3.2465914894 \\
GDS & 12229 & 9.73 & 1.92 & 8.58 & 0.28 & 10.52 & 0.023 & 0.041944 & 42.7254148104 & 44.0841358608 & 0.737348374537 & 43.1129156207 & 44.6411445259 & -1.15781629788 & 1764.37741282 & 3.2465914894 \\
COS & 28934 & 11.265 & 1.92 & 7.26 & 0.3 & 11.96 & 0.112 & 0.0489 & 44.2320538248 & 45.5209711474 & 2.17418366114 & 43.6236662466 & 45.2795828083 & -0.519378015524 & 1764.37741282 & 3.2465914894 \\
UDS & 18321 & 10.4668676204 & 1.921 & 5.2800002 & 0.2 & 11.3 & 0.097 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 & 1764.29988245 & 3.24657240519 \\
EGS & 30186 & 11.403 & 1.921 & 5.94 & 0.3 & 12.62 & 0.74 & 0.0489 & 44.8920538248 & 46.1809711474 & 2.83418366114 & 43.8474062466 & 45.5592578083 & -0.239703015524 & 1764.29988245 & 3.24657240519 \\
EGS & 20790 & 9.99854 & 1.924 & 5.28 & 0.3 & 11.75 & 0.169 & 0.0489 & 44.0220538248 & 45.3109711474 & 1.96418366114 & 43.5524762466 & 45.1905953083 & -0.608365515524 & 1764.066137 & 3.24651486333 \\
EGS & 10893 & 10.0503 & 1.925 & 5.28 & 0.2 & 11.32 & 0.124 & 0.0194 & 43.1905466956 & 44.8942368546 & 1.54744936838 & 43.2705953298 & 44.8382441623 & -0.960716661519 & 1763.98783831 & 3.24649558659 \\
EGS & 5631 & 9.53229 & 1.925 & 5.28 & 0.4 & 11.34 & 0.098 & 0.0916 & 43.8846404394 & 44.8810220912 & 1.53423460501 & 43.5058931089 & 45.1323663862 & -0.666594437611 & 1763.98783831 & 3.24649558659 \\
UDS & 4231 & 10.6998377259 & 1.925 & 6.5999999 & 0.2 & 11.64 & 0.209 & 0.0194 & 43.5105466956 & 45.2142368546 & 1.86744936838 & 43.3790753298 & 44.9738441623 & -0.825116661519 & 1763.98783831 & 3.24649558659 \\
EGS & 9941 & 10.4926 & 1.927 & 5.28 & 0.2 & 11.38 & 0.13 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 & 1763.83066785 & 3.24645688944 \\
UDS & 14883 & 10.6283889301 & 1.927 & 5.9400001 & 0.2 & 11.4 & 0.119 & 0.0194 & 43.2705466956 & 44.9742368546 & 1.62744936838 & 43.2977153298 & 44.8721441623 & -0.926816661519 & 1763.83066785 & 3.24645688944 \\
UDS & 1550 & 10.7084209001 & 1.928 & 5.2800002 & 0.2 & 10.88 & 0.049 & 0.0194 & 42.7505466956 & 44.4542368546 & 1.10744936838 & 43.1214353298 & 44.6517941623 & -1.14716666152 & 1763.75179683 & 3.2464374692 \\
COS & 38 & 10.5512 & 1.928 & 6.6 & 0.2 & 11.56 & 0.193 & 0.0194 & 43.4305466956 & 45.1342368546 & 1.78744936838 & 43.3519553298 & 44.9399441623 & -0.859016661519 & 1763.75179683 & 3.2464374692 \\
EGS & 6046 & 10.705 & 1.929 & 8.58 & 0.2 & 11.77 & 0.055 & 0.0194 & 43.6405466956 & 45.3442368546 & 1.99744936838 & 43.4231453298 & 45.0289316623 & -0.770029161519 & 1763.67273576 & 3.24641800129 \\
GDS & 2415 & 10.11 & 1.929 & 5.94 & 0.4 & 10.97 & 0.051 & 0.0916 & 43.5146404394 & 44.5110220912 & 1.16423460501 & 43.3804631089 & 44.9755788862 & -0.823381937611 & 1763.67273576 & 3.24641800129 \\
COS & 3920 & 10.9635 & 1.93 & 4.62 & 0.4 & 11.27 & 0.103 & 0.0916 & 43.8146404394 & 44.8110220912 & 1.46423460501 & 43.4821631089 & 45.1027038862 & -0.696256937611 & 1763.59348502 & 3.24639848581 \\
COS & 2543 & 10.0371 & 1.93 & 5.28 & 0.1 & 11.85 & 0.396 & 0.0031 & 42.9241066595 & 45.4313965617 & 2.08460907546 & 43.1802721576 & 44.725340197 & -1.07362062682 & 1763.59348502 & 3.24639848581 \\
GDS & 19329 & 10.7 & 1.93 & 5.28 & 0.3 & 12.18 & 0.299 & 0.0489 & 44.4520538248 & 45.7409711474 & 2.39418366114 & 43.6982462466 & 45.3728078083 & -0.426153015524 & 1763.59348502 & 3.24639848581 \\
COS & 8514 & 11.2731 & 1.93 & 5.94 & 0.3 & 12.07 & 0.32 & 0.0489 & 44.3420538248 & 45.6309711474 & 2.28418366114 & 43.6609562466 & 45.3261953083 & -0.472765515524 & 1763.59348502 & 3.24639848581 \\
GDS & 25345 & 10.58 & 1.93 & 10.56 & 0.4 & 11.08 & 0.082 & 0.0916 & 43.6246404394 & 44.6210220912 & 1.27423460501 & 43.4177531089 & 45.0221913862 & -0.776769437611 & 1763.59348502 & 3.24639848581 \\
GDS & 12849 & 9.66 & 1.932 & 5.28 & 0.2 & 10.59 & 0.019 & 0.0194 & 42.4605466956 & 44.1642368546 & 0.817449368377 & 43.0231253298 & 44.5289066623 & -1.27005416152 & 1763.43441601 & 3.24635931243 \\
EGS & 22311 & 10.3928 & 1.933 & 5.28 & 0.3 & 11.62 & 0.171 & 0.0489 & 43.8920538248 & 45.1809711474 & 1.83418366114 & 43.5084062466 & 45.1355078083 & -0.663453015524 & 1763.35459846 & 3.24633965471 \\
EGS & 3195 & 10.4606 & 1.934 & 5.28 & 0.2 & 11.15 & 0.079 & 0.0194 & 43.0205466956 & 44.7242368546 & 1.37744936838 & 43.2129653298 & 44.7662066623 & -1.03275416152 & 1763.27459272 & 3.24631994974 \\
UDS & 4189 & 10.469822016 & 1.936 & 5.2800002 & 0.2 & 11.3 & 0.107 & 0.0194 & 43.1705466956 & 44.8742368546 & 1.52744936838 & 43.2638153298 & 44.8297691623 & -0.969191661519 & 1763.11401808 & 3.24628039841 \\
COS & 24344 & 10.193 & 1.937 & 6.6 & 0.2 & 11.22 & 0.099 & 0.0194 & 43.0905466956 & 44.7942368546 & 1.44744936838 & 43.2366953298 & 44.7958691623 & -1.00309166152 & 1763.03344992 & 3.24626055222 \\
UDS & 500 & 10.3692158574 & 1.937 & 5.9400001 & 0.3 & 11.25 & 0.074 & 0.0489 & 43.5220538248 & 44.8109711474 & 1.46418366114 & 43.3829762466 & 44.9787203083 & -0.820240515524 & 1763.03344992 & 3.24626055222 \\
COS & 2843 & 10.7338 & 1.938 & 5.94 & 0.7 & 12.44 & 0.806 & 0.2989 & 45.4982708807 & 45.8685249328 & 2.52173744658 & 44.0529138286 & 45.8161422857 & 0.0171814619205 & 1762.95269501 & 3.24624065911 \\
