\begin{table}
\begin{tabular}{ccccccccccccccccccccccccccc}
field_1 & ID & zbest_candels & gfit_n_h & SD_reliable & Irr_reliable & Compact_reliable & s14_RA & s14_Dec & visualHCPG_f_spheroid & visualHCPG_f_disk & visualHCPG_f_irr & visualHCPG_f_ps & field_2 & M_med & zbest & PETRO_RADIUS & fagn_mir & lir & s24(mJy) & fagn_tot & lagn & lsf & sfr & lx & lbol & BHAR \\
GDS & 18425 & 0.95 & 2.58 & 0.83 & 0.25 & 0.0 & 53.13 & -27.76 & 0.65 & 0.41 & 0.38 & 0.03 & GDS & 10.53 & 0.955 & 3.96 & 0.1 & 11.87 & 0.45 & 0.0031 & 42.9441066595 & 45.4513965617 & 2.10460907546 & 43.1870521576 & 44.733815197 & -1.06514562682 \\
GDS & 18509 & 1.88 & 1.28 & 0.0 & 0.5 & 0.0 & 53.08 & -27.75 & 0.16 & 0.84 & 0.23 & 0.01 & GDS & 9.73 & 1.8761 & 4.62 & 0.5 & 11.44 & 0.052 & 0.1475 & 44.191536986 & 44.9534393534 & 1.60665186713 & 43.6099310383 & 45.2624137978 & -0.536547025969 \\
GDS & 18562 & 1.57 & 1.36 & 0.12 & 0.0 & 0.0 & 53.03 & -27.75 & 0.44 & 0.95 & 0.08 & 0.04 & GDS & 10.9 & 1.568 & 5.28 & 0.1 & 11.07 & 0.067 & 0.0031 & 42.1441066595 & 44.6513965617 & 1.30460907546 & 42.9158521576 & 44.394815197 & -1.40414562682 \\
GDS & 18585 & 0.84 & 2.63 & 1.0 & 0.0 & 0.0 & 53.19 & -27.75 & 0.98 & 0.24 & 0.0 & 0.18 & GDS & 9.48 & 0.8372 & 3.96 & 0.2 & 10.47 & 0.048 & 0.0194 & 42.3405466956 & 44.0442368546 & 0.697449368377 & 42.9824453298 & 44.4780566623 & -1.32090416152 \\
GDS & 18595 & 2.0 & 0.73 & -99.0 & -99.0 & -99.0 & 53.22 & -27.75 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 10.79 & 1.995 & 5.28 & 0.3 & 11.75 & 0.056 & 0.0489 & 44.0220538248 & 45.3109711474 & 1.96418366114 & 43.5524762466 & 45.1905953083 & -0.608365515524 \\
GDS & 18609 & 1.61 & 0.29 & 0.0 & 0.38 & 0.0 & 53.15 & -27.75 & 0.05 & 0.96 & 0.35 & 0.0 & GDS & 10.19 & 1.6113 & 4.62 & 0.3 & 11.22 & 0.079 & 0.0489 & 43.4920538248 & 44.7809711474 & 1.43418366114 & 43.3728062466 & 44.9660078083 & -0.832953015524 \\
GDS & 18638 & 1.83 & 1.84 & 0.25 & 0.12 & 0.0 & 53.12 & -27.75 & 0.43 & 0.83 & 0.1 & 0.02 & GDS & 10.25 & 1.514 & 5.94 & 0.2 & 11.45 & 0.155 & 0.0194 & 43.3205466956 & 45.0242368546 & 1.67744936838 & 43.3146653298 & 44.8933316623 & -0.905629161519 \\
GDS & 18661 & 0.88 & 1.64 & 0.75 & 0.0 & 0.0 & 53.21 & -27.75 & 0.89 & 0.7 & 0.0 & 0.04 & GDS & 10.07 & 0.877 & 4.62 & 0.06 & 10.46 & 0.04 & 0.000276 & 40.4836540478 & 44.0426250839 & 0.695837597645 & 42.3529587222 & 43.6911984027 & -2.10776242105 \\
GDS & 18765 & 2.16 & 0.83 & 0.0 & 0.0 & 0.0 & 53.21 & -27.75 & 0.05 & 0.7 & 0.36 & 0.05 & GDS & 10.3 & 2.163 & 6.6 & 0.2 & 11.18 & 0.069 & 0.0194 & 43.0505466956 & 44.7542368546 & 1.40744936838 & 43.2231353298 & 44.7789191623 & -1.02004166152 \\
GDS & 18794 & 1.82 & 0.47 & 0.0 & 0.38 & 0.0 & 53.14 & -27.75 & 0.0 & 0.97 & 0.34 & 0.0 & GDS & 10.38 & 1.824 & 5.28 & 0.2 & 11.28 & 0.12 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
GDS & 18801 & 1.85 & 3.03 & -99.0 & -99.0 & -99.0 & 53.23 & -27.75 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 11.19 & 1.849 & 10.56 & 0.1 & 11.66 & 0.078 & 0.0031 & 42.7341066595 & 45.2413965617 & 1.89460907546 & 43.1158621576 & 44.644827697 & -1.15413312682 \\
GDS & 18821 & 1.07 & 0.67 & 0.0 & 0.0 & 0.0 & 53.02 & -27.75 & 1.0 & 0.0 & 0.0 & 0.31 & GDS & 10.5 & 1.068 & 4.62 & 0.1 & 11.47 & 0.357 & 0.0031 & 42.5441066595 & 45.0513965617 & 1.70460907546 & 43.0514521576 & 44.564315197 & -1.23464562682 \\
GDS & 18928 & 1.49 & 2.12 & -99.0 & -99.0 & -99.0 & 53.22 & -27.75 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 10.85 & 1.485 & 4.62 & 0.1 & 11.35 & 0.05 & 0.0031 & 42.4241066595 & 44.9313965617 & 1.58460907546 & 43.0107721576 & 44.513465197 & -1.28549562682 \\
GDS & 19051 & 1.67 & 1.97 & 0.0 & 0.62 & 0.0 & 53.08 & -27.75 & 0.14 & 0.56 & 0.77 & 0.0 & GDS & 9.66 & 1.665 & 5.28 & 0.2 & 10.67 & 0.026 & 0.0194 & 42.5405466956 & 44.2442368546 & 0.897449368377 & 43.0502453298 & 44.5628066623 & -1.23615416152 \\
GDS & 19110 & 1.31 & 1.57 & 0.12 & 0.12 & 0.0 & 53.06 & -27.75 & 0.25 & 0.99 & 0.13 & 0.0 & GDS & 9.55 & 1.268 & 5.28 & 0.2 & 10.4 & 0.018 & 0.0194 & 42.2705466956 & 43.9742368546 & 0.627449368377 & 42.9587153298 & 44.4483941623 & -1.35056666152 \\
GDS & 19135 & 2.24 & 0.81 & -99.0 & -99.0 & -99.0 & 53.15 & -27.75 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 10.05 & 2.244 & 5.94 & 0.2 & 10.97 & 0.039 & 0.0194 & 42.8405466956 & 44.5442368546 & 1.19744936838 & 43.1519453298 & 44.6899316623 & -1.10902916152 \\
GDS & 19136 & 1.1 & 1.8 & 0.15 & 0.0 & 0.0 & 53.18 & -27.75 & 0.72 & 0.94 & 0.02 & 0.0 & GDS & 9.83 & 1.098 & 5.28 & 0.1 & 10.49 & 0.041 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 \\
GDS & 19138 & 1.2 & 2.88 & 0.55 & 0.2 & 0.0 & 53.17 & -27.75 & 0.74 & 0.86 & 0.32 & 0.0 & GDS & 10.32 & 1.202 & 4.62 & 0.1 & 11.37 & 0.11 & 0.0031 & 42.4441066595 & 44.9513965617 & 1.60460907546 & 43.0175521576 & 44.521940197 & -1.27702062682 \\
GDS & 19153 & 1.26 & 0.53 & -99.0 & -99.0 & -99.0 & 53.22 & -27.75 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 10.41 & 1.217 & 4.62 & 0.1 & 11.21 & 0.117 & 0.0031 & 42.2841066595 & 44.7913965617 & 1.44460907546 & 42.9633121576 & 44.454140197 & -1.34482062682 \\
GDS & 19282 & 2.13 & 2.95 & 0.58 & 0.0 & 0.0 & 53.11 & -27.75 & 0.5 & 0.6 & 0.01 & 0.16 & GDS & 9.76 & 2.126 & 5.28 & 0.2 & 10.79 & 0.025 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 \\
GDS & 19300 & 2.13 & 2.18 & 0.0 & 0.0 & 0.0 & 53.12 & -27.75 & 0.0 & 0.24 & 0.04 & 0.0 & GDS & 10.22 & 2.134 & 9.9 & 0.2 & 11.13 & 0.063 & 0.0194 & 43.0005466956 & 44.7042368546 & 1.35744936838 & 43.2061853298 & 44.7577316623 & -1.04122916152 \\
GDS & 19319 & 1.72 & 1.66 & 0.0 & 0.0 & 0.0 & 53.08 & -27.75 & 0.1 & 1.0 & 0.14 & 0.0 & GDS & 9.93 & 1.96 & 6.6 & 0.2 & 10.8 & 0.037 & 0.0194 & 42.6705466956 & 44.3742368546 & 1.02744936838 & 43.0943153298 & 44.6178941623 & -1.18106666152 \\
GDS & 19324 & 1.61 & 0.61 & 0.0 & 0.1 & 0.0 & 53.17 & -27.75 & 0.0 & 0.96 & 0.05 & 0.02 & GDS & 9.63 & 1.6134 & 5.28 & 0.2 & 10.84 & 0.031 & 0.0194 & 42.7105466956 & 44.4142368546 & 1.06744936838 & 43.1078753298 & 44.6348441623 & -1.16411666152 \\
GDS & 19329 & 1.93 & 1.5 & 0.12 & 0.8 & 0.0 & 53.2 & -27.75 & 0.21 & 0.47 & 1.0 & 0.0 & GDS & 10.7 & 1.93 & 5.28 & 0.3 & 12.18 & 0.299 & 0.0489 & 44.4520538248 & 45.7409711474 & 2.39418366114 & 43.6982462466 & 45.3728078083 & -0.426153015524 \\
GDS & 19400 & 0.98 & 0.91 & 0.44 & 0.0 & 0.0 & 53.07 & -27.75 & 0.36 & 0.87 & 0.05 & 0.0 & GDS & 10.11 & 0.976 & 4.62 & 0.3 & 10.53 & 0.241 & 0.0489 & 42.8020538248 & 44.0909711474 & 0.744183661141 & 43.1388962466 & 44.6736203083 & -1.12534051552 \\
GDS & 19413 & 1.69 & 0.6 & 0.0 & 0.0 & 0.0 & 53.2 & -27.75 & 0.03 & 1.0 & 0.07 & 0.0 & GDS & 10.43 & 1.688 & 5.28 & 0.2 & 11.72 & 0.226 & 0.0194 & 43.5905466956 & 45.2942368546 & 1.94744936838 & 43.4061953298 & 45.0077441623 & -0.791216661519 \\
GDS & 19435 & 1.62 & 0.34 & 0.0 & 0.17 & 0.0 & 53.1 & -27.75 & 0.0 & 0.89 & 0.22 & 0.03 & GDS & 10.25 & 1.625 & 5.28 & 0.4 & 11.44 & 0.164 & 0.0916 & 43.9846404394 & 44.9810220912 & 1.63423460501 & 43.5397931089 & 45.1747413862 & -0.624219437611 \\
GDS & 19452 & 1.55 & 0.61 & 0.0 & 0.62 & 0.0 & 53.05 & -27.75 & 0.0 & 0.66 & 0.68 & 0.0 & GDS & 10.33 & 1.555 & 5.94 & 0.1 & 11.28 & 0.102 & 0.0031 & 42.3541066595 & 44.8613965617 & 1.51460907546 & 42.9870421576 & 44.483802697 & -1.31515812682 \\
GDS & 19473 & 1.66 & 3.23 & 0.85 & 0.0 & 0.2 & 53.2 & -27.75 & 0.99 & 0.33 & 0.1 & 0.14 & GDS & 10.4 & 1.658 & 4.62 & 0.2 & 11.04 & 0.059 & 0.0194 & 42.9105466956 & 44.6142368546 & 1.26744936838 & 43.1756753298 & 44.7195941623 & -1.07936666152 \\
GDS & 19476 & 1.9 & 8.0 & 1.0 & 0.0 & 0.0 & 53.08 & -27.75 & 0.96 & 0.13 & 0.0 & 0.12 & GDS & 10.6 & 1.897 & 5.28 & 0.7 & 12.03 & 0.363 & 0.2989 & 45.0882708807 & 45.4585249328 & 2.11173744658 & 43.9139238286 & 45.6424047857 & -0.15655603808 \\
GDS & 19486 & 1.82 & 0.95 & 0.0 & 0.0 & 0.0 & 53.03 & -27.75 & 0.04 & 0.96 & 0.08 & 0.01 & GDS & 10.15 & 1.82 & 8.58 & 0.2 & 11.38 & 0.059 & 0.0194 & 43.2505466956 & 44.9542368546 & 1.60744936838 & 43.2909353298 & 44.8636691623 & -0.935291661519 \\
GDS & 19504 & 1.61 & 0.51 & 0.0 & 0.0 & 0.0 & 53.13 & -27.75 & 0.02 & 1.0 & 0.18 & 0.0 & GDS & 10.25 & 1.6119 & 5.28 & 0.2 & 11.07 & 0.061 & 0.0194 & 42.9405466956 & 44.6442368546 & 1.29744936838 & 43.1858453298 & 44.7323066623 & -1.06665416152 \\
GDS & 19508 & 1.01 & 1.31 & 0.19 & 0.0 & 0.0 & 53.11 & -27.75 & 0.14 & 1.0 & 0.01 & 0.02 & GDS & 10.29 & 1.0143 & 5.28 & 0.1 & 11.12 & 0.12 & 0.0031 & 42.1941066595 & 44.7013965617 & 1.35460907546 & 42.9328021576 & 44.416002697 & -1.38295812682 \\
GDS & 19520 & 1.64 & 0.91 & 0.0 & 0.0 & 0.0 & 53.21 & -27.74 & 0.18 & 0.88 & 0.15 & 0.05 & GDS & 9.7 & 1.644 & 5.28 & 0.2 & 10.73 & 0.028 & 0.0194 & 42.6005466956 & 44.3042368546 & 0.957449368377 & 43.0705853298 & 44.5882316623 & -1.21072916152 \\
GDS & 19549 & 1.88 & 1.02 & 0.0 & 0.25 & 0.0 & 53.05 & -27.75 & 0.11 & 0.69 & 0.46 & 0.0 & GDS & 9.55 & 1.8765 & 4.62 & 0.4 & 10.87 & 0.032 & 0.0916 & 43.4146404394 & 44.4110220912 & 1.06423460501 & 43.3465631089 & 44.9332038862 & -0.865756937611 \\
GDS & 19556 & 1.11 & 0.93 & 0.12 & 0.12 & 0.0 & 53.07 & -27.74 & 0.17 & 0.9 & 0.24 & 0.02 & GDS & 9.4 & 1.074 & 4.62 & 0.1 & 10.49 & 0.068 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 \\
GDS & 19616 & 1.61 & 1.14 & 0.0 & 0.0 & 0.0 & 53.1 & -27.75 & 0.22 & 0.93 & 0.29 & 0.01 & GDS & 10.59 & 1.6069 & 5.28 & 0.2 & 11.28 & 0.083 & 0.0194 & 43.1505466956 & 44.8542368546 & 1.50744936838 & 43.2570353298 & 44.8212941623 & -0.977666661519 \\
GDS & 19629 & 1.85 & 0.38 & 0.0 & 0.0 & 0.0 & 53.02 & -27.74 & 0.1 & 0.74 & 0.38 & 0.01 & GDS & 10.06 & 1.85 & 5.28 & 0.2 & 10.89 & 0.041 & 0.0194 & 42.7605466956 & 44.4642368546 & 1.11744936838 & 43.1248253298 & 44.6560316623 & -1.14292916152 \\
GDS & 19633 & 1.04 & 0.57 & 0.1 & 0.0 & 0.0 & 53.15 & -27.74 & 0.14 & 1.0 & 0.0 & 0.0 & GDS & 9.91 & 1.038 & 4.62 & 0.2 & 10.99 & 0.143 & 0.0194 & 42.8605466956 & 44.5642368546 & 1.21744936838 & 43.1587253298 & 44.6984066623 & -1.10055416152 \\
GDS & 19700 & 1.65 & 0.92 & 0.0 & 0.2 & 0.0 & 53.19 & -27.74 & 0.12 & 0.94 & 0.28 & 0.0 & GDS & 9.95 & 1.654 & 5.28 & 0.2 & 10.79 & 0.028 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 \\
GDS & 19814 & 1.3 & 2.17 & 0.08 & 0.0 & 0.0 & 53.17 & -27.74 & 0.44 & 1.0 & 0.0 & 0.0 & GDS & 11.01 & 1.296 & 5.28 & 0.3 & 11.19 & 0.09 & 0.0489 & 43.4620538248 & 44.7509711474 & 1.40418366114 & 43.3626362466 & 44.9532953083 & -0.845665515524 \\
GDS & 19820 & 1.11 & 0.35 & 0.0 & 0.0 & 0.0 & 53.06 & -27.74 & 0.2 & 1.0 & 0.02 & 0.0 & GDS & 10.0 & 1.109 & 5.28 & 0.1 & 11.15 & 0.116 & 0.0031 & 42.2241066595 & 44.7313965617 & 1.38460907546 & 42.9429721576 & 44.428715197 & -1.37024562682 \\
GDS & 19837 & 1.84 & 1.5 & 0.88 & 0.0 & 0.0 & 53.06 & -27.74 & 0.87 & 0.39 & 0.01 & 0.16 & GDS & 9.72 & 1.8419 & 4.62 & 0.2 & 10.6 & 0.025 & 0.0194 & 42.4705466956 & 44.1742368546 & 0.827449368377 & 43.0265153298 & 44.5331441623 & -1.26581666152 \\
GDS & 19892 & 3.36 & 5.74 & 1.0 & 0.0 & 0.25 & 53.08 & -27.74 & 0.91 & 0.2 & 0.01 & 0.17 & GDS & 10.53 & 2.09 & 6.6 & 0.7 & 12.09 & 0.303 & 0.2989 & 45.1482708807 & 45.5185249328 & 2.17173744658 & 43.9342638286 & 45.6678297857 & -0.131131038079 \\
GDS & 19905 & 1.23 & 0.2 & 0.0 & 0.0 & 0.0 & 53.08 & -27.74 & 0.0 & 1.0 & 0.0 & 0.0 & GDS & 9.53 & 1.227 & 5.28 & 0.2 & 11.61 & 0.133 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
GDS & 19908 & 2.19 & 0.86 & 0.0 & 0.3 & 0.0 & 53.2 & -27.74 & 0.0 & 0.79 & 0.57 & 0.0 & GDS & 10.8 & 2.187 & 5.94 & 0.1 & 11.74 & 0.19 & 0.0031 & 42.8141066595 & 45.3213965617 & 1.97460907546 & 43.1429821576 & 44.678727697 & -1.12023312682 \\
GDS & 19915 & 2.23 & 1.82 & 0.19 & 0.0 & 0.0 & 53.04 & -27.74 & 0.27 & 0.86 & 0.19 & 0.03 & GDS & 10.06 & 2.018 & 5.28 & 0.2 & 10.79 & 0.034 & 0.0194 & 42.6605466956 & 44.3642368546 & 1.01744936838 & 43.0909253298 & 44.6136566623 & -1.18530416152 \\
GDS & 19962 & 0.91 & 1.32 & 0.12 & 0.0 & 0.0 & 53.02 & -27.74 & 0.57 & 0.95 & 0.02 & 0.0 & GDS & 9.64 & 0.91 & 5.28 & 0.1 & 10.4 & 0.035 & 0.0031 & 41.4741066595 & 43.9813965617 & 0.634609075465 & 42.6887221576 & 44.110902697 & -1.68805812682 \\
GDS & 19991 & 1.23 & 1.62 & -99.0 & -99.0 & -99.0 & 53.21 & -27.74 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 9.95 & 1.23 & 4.62 & 0.1 & 10.47 & 0.026 & 0.0031 & 41.5441066595 & 44.0513965617 & 0.704609075465 & 42.7124521576 & 44.140565197 & -1.65839562682 \\
GDS & 20162 & 1.74 & 1.09 & 0.0 & 0.0 & 0.0 & 53.0 & -27.74 & 0.01 & 0.13 & 0.0 & 0.0 & GDS & 10.42 & 1.744 & 10.56 & 0.4 & 11.4 & 0.173 & 0.0916 & 43.9446404394 & 44.9410220912 & 1.59423460501 & 43.5262331089 & 45.1577913862 & -0.641169437611 \\
GDS & 20168 & 1.04 & 2.41 & 0.08 & 0.17 & 0.0 & 53.15 & -27.74 & 0.58 & 1.0 & 0.01 & 0.0 & GDS & 9.95 & 1.038 & 5.28 & 0.1 & 11.1 & 0.138 & 0.0031 & 42.1741066595 & 44.6813965617 & 1.33460907546 & 42.9260221576 & 44.407527697 & -1.39143312682 \\
GDS & 20232 & 1.85 & 0.62 & 0.0 & 0.0 & 0.0 & 53.05 & -27.74 & 0.07 & 0.77 & 0.23 & 0.02 & GDS & 9.6 & 1.303 & 3.96 & 0.3 & 10.93 & 0.049 & 0.0489 & 43.2020538248 & 44.4909711474 & 1.14418366114 & 43.2744962466 & 44.8431203083 & -0.955840515524 \\
GDS & 20237 & 1.22 & 0.7 & 0.0 & 0.0 & 0.0 & 53.08 & -27.74 & 0.11 & 1.0 & 0.04 & 0.0 & GDS & 10.61 & 1.217 & 4.62 & 0.1 & 11.2 & 0.169 & 0.0031 & 42.2741066595 & 44.7813965617 & 1.43460907546 & 42.9599221576 & 44.449902697 & -1.34905812682 \\
GDS & 20403 & 1.3 & 0.57 & 0.0 & 0.0 & 0.0 & 53.14 & -27.74 & 0.03 & 0.83 & 0.32 & 0.0 & GDS & 10.03 & 1.2994 & 5.28 & 0.1 & 11.21 & 0.056 & 0.0031 & 42.2841066595 & 44.7913965617 & 1.44460907546 & 42.9633121576 & 44.454140197 & -1.34482062682 \\
GDS & 20495 & 1.32 & 0.86 & 0.0 & 0.0 & 0.0 & 53.05 & -27.74 & 0.27 & 1.0 & 0.05 & 0.0 & GDS & 10.34 & 1.325 & 4.62 & 0.4 & 11.03 & 0.101 & 0.0916 & 43.5746404394 & 44.5710220912 & 1.22423460501 & 43.4008031089 & 45.0010038862 & -0.797956937611 \\
GDS & 20510 & 0.66 & 7.11 & 0.55 & 0.2 & 0.2 & 53.16 & -27.74 & 0.7 & 0.63 & 0.25 & 0.21 & GDS & 11.1 & 1.973 & 7.26 & 0.3 & 11.29 & 0.192 & 0.0489 & 43.5620538248 & 44.8509711474 & 1.50418366114 & 43.3965362466 & 44.9956703083 & -0.803290515524 \\
GDS & 20568 & 2.06 & 2.09 & 0.0 & 0.5 & 0.0 & 53.1 & -27.74 & 0.01 & 1.0 & 0.64 & 0.0 & GDS & 10.88 & 2.06 & 5.94 & 0.2 & 11.79 & 0.271 & 0.0194 & 43.6605466956 & 45.3642368546 & 2.01744936838 & 43.4299253298 & 45.0374066623 & -0.761554161519 \\
GDS & 20585 & 0.84 & 3.44 & 0.0 & 0.0 & 0.0 & 53.15 & -27.74 & 0.69 & 0.25 & 0.02 & 0.17 & GDS & 9.46 & 0.839 & 5.28 & 0.3 & 11.54 & 0.225 & 0.0489 & 43.8120538248 & 45.1009711474 & 1.75418366114 & 43.4812862466 & 45.1016078083 & -0.697353015524 \\
GDS & 20628 & 1.9 & 0.67 & 0.0 & 0.0 & 0.0 & 53.1 & -27.74 & 0.01 & 0.49 & 0.83 & 0.0 & GDS & 10.24 & 1.901 & 5.28 & 0.2 & 11.12 & 0.09 & 0.0194 & 42.9905466956 & 44.6942368546 & 1.34744936838 & 43.2027953298 & 44.7534941623 & -1.04546666152 \\
GDS & 20715 & 1.72 & 1.19 & 0.0 & 0.0 & 0.0 & 53.06 & -27.73 & 0.33 & 0.96 & 0.01 & 0.01 & GDS & 10.44 & 1.838 & 4.62 & 0.2 & 10.94 & 0.044 & 0.0194 & 42.8105466956 & 44.5142368546 & 1.16744936838 & 43.1417753298 & 44.6772191623 & -1.12174166152 \\
GDS & 20728 & 2.18 & 1.59 & 0.0 & 0.0 & 0.0 & 53.05 & -27.73 & 0.47 & 0.94 & 0.11 & 0.04 & GDS & 10.17 & 2.178 & 4.62 & 0.4 & 10.78 & 0.031 & 0.0916 & 43.3246404394 & 44.3210220912 & 0.974234605014 & 43.3160531089 & 44.8950663862 & -0.903894437611 \\
GDS & 20834 & 1.96 & 2.04 & 0.15 & 0.1 & 0.0 & 53.19 & -27.73 & 0.47 & 0.88 & 0.31 & 0.0 & GDS & 9.54 & 1.9622 & 5.94 & 0.4 & 10.34 & 0.013 & 0.0916 & 42.8846404394 & 43.8810220912 & 0.534234605014 & 43.1668931089 & 44.7086163862 & -1.09034443761 \\
GDS & 20905 & 1.96 & 0.7 & 0.0 & 0.9 & 0.0 & 53.19 & -27.73 & 0.01 & 0.29 & 0.95 & 0.0 & GDS & 9.87 & 1.9621 & 5.28 & 0.28 & 10.5 & 0.021 & 0.041944 & 42.7054148104 & 44.0641358608 & 0.717348374537 & 43.1061356207 & 44.6326695259 & -1.16629129788 \\
GDS & 20920 & 0.98 & 1.44 & 1.0 & 0.0 & 0.4 & 53.19 & -27.73 & 0.9 & 0.18 & 0.01 & 0.21 & GDS & 9.41 & 0.957 & 3.96 & 0.1 & 10.43 & 0.038 & 0.0031 & 41.5041066595 & 44.0113965617 & 0.664609075465 & 42.6988921576 & 44.123615197 & -1.67534562682 \\
GDS & 20981 & 1.89 & 0.2 & 0.0 & 0.5 & 0.0 & 53.13 & -27.73 & 0.09 & 0.38 & 0.95 & 0.03 & GDS & 10.2 & 1.888 & 6.6 & 0.3 & 11.79 & 0.119 & 0.0489 & 44.0620538248 & 45.3509711474 & 2.00418366114 & 43.5660362466 & 45.2075453083 & -0.591415515524 \\
GDS & 21007 & 1.55 & 0.93 & 0.0 & 0.5 & 0.0 & 53.13 & -27.73 & 0.27 & 0.76 & 0.38 & 0.02 & GDS & 10.66 & 1.55 & 4.62 & 0.2 & 11.44 & 0.109 & 0.0194 & 43.3105466956 & 45.0142368546 & 1.66744936838 & 43.3112753298 & 44.8890941623 & -0.909866661519 \\
GDS & 21118 & 0.81 & 2.49 & 1.0 & 0.0 & 0.0 & 53.02 & -27.73 & 0.87 & 0.07 & 0.03 & 0.26 & GDS & 9.51 & 0.8068 & 3.96 & 0.02 & 10.05 & 0.031 & -0.000436 & nan & nan & nan & nan & nan & 0.0 \\
GDS & 21244 & 0.19 & 0.91 & 0.05 & 0.0 & 0.0 & 53.19 & -27.73 & 0.25 & 1.0 & 0.0 & 0.01 & GDS & 9.72 & 0.814 & 5.28 & 0.1 & 10.49 & 0.029 & 0.0031 & 41.5641066595 & 44.0713965617 & 0.724609075465 & 42.7192321576 & 44.149040197 & -1.64992062682 \\
GDS & 21321 & 1.22 & 1.19 & 0.08 & 0.17 & 0.0 & 53.16 & -27.73 & 0.39 & 0.98 & 0.15 & 0.0 & GDS & 9.62 & 1.193 & 4.62 & 0.1 & 10.35 & 0.021 & 0.0031 & 41.4241066595 & 43.9313965617 & 0.584609075465 & 42.6717721576 & 44.089715197 & -1.70924562682 \\
GDS & 21354 & 1.21 & 1.54 & 0.0 & 0.0 & 0.0 & 53.03 & -27.73 & 0.18 & 0.98 & 0.04 & 0.03 & GDS & 10.1 & 1.102 & 5.28 & 0.1 & 10.68 & 0.059 & 0.0031 & 41.7541066595 & 44.2613965617 & 0.914609075465 & 42.7836421576 & 44.229552697 & -1.56940812682 \\
GDS & 21391 & 1.98 & 0.5 & 0.0 & 0.0 & 0.0 & 53.08 & -27.73 & 0.02 & 0.9 & 0.2 & 0.02 & GDS & 10.52 & 1.978 & 5.28 & 0.2 & 11.61 & 0.19 & 0.0194 & 43.4805466956 & 45.1842368546 & 1.83744936838 & 43.3689053298 & 44.9611316623 & -0.837829161519 \\
GDS & 21471 & 2.05 & 1.23 & 0.0 & 0.67 & 0.0 & 53.07 & -27.73 & 0.05 & 0.56 & 0.62 & 0.0 & GDS & 11.14 & 2.048 & 9.24 & 0.2 & 11.62 & 0.216 & 0.0194 & 43.4905466956 & 45.1942368546 & 1.84744936838 & 43.3722953298 & 44.9653691623 & -0.833591661519 \\
GDS & 21564 & 2.03 & 1.63 & 0.94 & 0.0 & 0.4 & 53.18 & -27.73 & 0.88 & 0.29 & 0.03 & 0.17 & GDS & 9.98 & 2.032 & 3.96 & 0.2 & 10.9 & 0.043 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 \\
GDS & 21581 & 1.31 & 1.18 & 0.0 & 0.0 & 0.0 & 53.15 & -27.73 & 0.27 & 0.93 & 0.1 & 0.02 & GDS & 9.96 & 1.303 & 5.94 & 0.2 & 10.9 & 0.05 & 0.0194 & 42.7705466956 & 44.4742368546 & 1.12744936838 & 43.1282153298 & 44.6602691623 & -1.13869166152 \\
GDS & 21603 & 1.85 & 3.2 & -99.0 & -99.0 & -99.0 & 53.18 & -27.73 & 0.0 & 0.0 & 0.0 & 0.0 & GDS & 9.67 & 1.854 & 6.6 & 0.2 & 10.63 & 0.021 & 0.0194 & 42.5005466956 & 44.2042368546 & 0.857449368377 & 43.0366853298 & 44.5458566623 & -1.25310416152 \\
GDS & 21737 & 1.6 & 0.31 & 0.0 & 0.5 & 0.0 & 53.13 & -27.73 & 0.07 & 0.55 & 0.63 & 0.0 & GDS & 10.15 & 1.596 & 4.62 & 0.2 & 11.78 & 0.145 & 0.0194 & 43.6505466956 & 45.3542368546 & 2.00744936838 & 43.4265353298 & 45.0331691623 & -0.765791661519 \\
GDS & 21792 & 1.91 & 0.64 & 0.0 & 0.5 & 0.0 & 53.07 & -27.72 & 0.07 & 0.81 & 0.35 & 0.03 & GDS & 9.98 & 1.905 & 5.28 & 0.2 & 10.76 & 0.036 & 0.0194 & 42.6305466956 & 44.3342368546 & 0.987449368377 & 43.0807553298 & 44.6009441623 & -1.19801666152 \\
